Company_symbol,Sector,Enterprise_Value_over_EBITDA,Revenue_Growth,Profit_Margin,grossProfitMargin,returnOnEquity,fixedAssetTurnover,assetTurnover,Debt_to_Equity,Capex_to_Revenue,R&D_to_Revenue,Dividend_Yield,currentRatio
DAN,Consumer Cyclical,3.7012,0.1296,0.052,0.142085227,0.3175,4.401621622,1.375971612,1.3257,0.0399,0.0,0.0293,1.664
ZBH,Healthcare,27.9111,0.0166,-0.048,0.713610407,-0.0336,3.936141709,0.328800338,0.793,0.0553,0.0494,0.0093,1.829
LPX,Basic Materials,4.0089,0.0344,0.14,0.263083451,0.2321,2.638059701,1.124900557,0.2071,0.0757,0.0,0.0234,4.912
GRUB,Technology,41.446,0.4746,0.078,0.548952253,0.0544,8.42928156,0.487608607,0.237,0.0854,0.0817,0.0,1.63
BG,Consumer Defensive,8.9003,-0.0011,0.005,0.049537634,0.0433,8.795039415,2.354851995,0.8702,0.0108,0.0,0.0359,1.543
PWR,Industrials,7.3437,0.1801,0.026,0.132477662,0.0814,8.754814143,1.578824094,0.3069,0.0247,0.0,0.0013,1.842
NEM,Basic Materials,8.9682,-0.0171,0.047,0.435681787,0.0325,0.591695219,0.350132754,0.4057,0.1423,0.0483,0.0162,2.953
PBH,Consumer Defensive,15.0365,0.1804,0.326,0.553704022,0.2881,19.81235728,0.276864244,1.6909,0.012,0.0,0.0,2.463
KLAC,Technology,9.5142,0.16,0.199,0.64177654,0.4951,14.09925395,0.715902422,1.3807,0.0166,0.1507,0.0243,3.746
LADR,Real Estate,26.5784,0.2728,0.465,1.0,0.1246,0.387711894,0.061685461,3.0817,-0.0685,0.0,0.0992,7.598098261
HSIC,Healthcare,11.5278,0.0594,0.041,0.272313692,0.181,42.014999,1.553079591,0.6551,0.0069,0.0,0.0,1.297
CXO,Energy,5.4147,0.6052,0.551,0.771139484,0.1218,0.186035047,0.157868715,0.2319,0.6557,0.0157,0.0,1.039
HLX,Energy,6.198,0.2725,0.039,0.164478291,0.0177,0.404992487,0.315120563,0.2722,0.1853,0.0,0.0,2.355
PAYC,Technology,34.9328,0.3078,0.242,0.839736482,0.4095,3.200325494,0.372117961,0.1027,0.1058,0.0817,0.0,1.035
GCP,Basic Materials,10.2461,0.0378,0.014,0.364226053,0.0317,4.999555753,0.877915594,0.7441,0.0489,0.0179,0.0,2.462
STZ,Consumer Defensive,17.6336,0.0354,0.304,0.502948432,0.2888,1.582625217,0.369073992,1.2773,0.1395,0.0,0.0097,1.703
GIII,Consumer Cyclical,11.4537,0.1762,0.022,0.375761417,0.0554,28.68407983,1.465628503,0.3489,0.0123,0.0,0.0,2.764
DOC,Real Estate,15.7987,0.2298,0.13,0.709810177,0.0236,0.106435135,0.101995639,0.6442,0.143,0.0,0.0574,1.639615052
QRVO,Technology,11.0327,-0.0195,-0.014,0.385724605,-0.0084,2.163969167,0.465960534,0.2059,0.0907,0.1497,0.0,4.178
EVR,Financial Services,3.8234,0.2114,0.183,1.0,0.4976,25.4684898,0.971321002,0.2555,0.0161,0.0,0.0266,1.976
CMS,Utilities,10.4097,0.0441,0.096,0.348901499,0.1382,0.37917908,0.280198948,2.4768,0.3018,0.0,0.0288,0.941
HMHC,Consumer Defensive,7.4918,-0.0035,-0.071,0.451430978,-0.1225,10.50162398,0.530000513,0.9937,0.0406,0.0,0.0,1.448
NMRK,Real Estate,4.4167,0.2826,0.052,1.0,0.1881,25.98285642,0.592786894,2.661,0.0103,0.0,0.0337,1.056
PDM,Real Estate,10.8133,-0.084,0.248,0.601994041,0.0762,0.174357902,0.146409852,0.9854,0.4259,0.0,0.0493,1.675253391
KMT,Industrials,8.1755,0.1504,0.085,0.346357227,0.1676,2.872865388,0.809318473,0.8303,0.0662,0.0,0.0225,1.744
HP,Energy,12.0546,0.3782,0.194,0.335572202,0.1101,0.512059377,0.400212587,0.1127,0.1876,0.0073,0.0401,2.958
FLR,Industrials,5.991,-0.0182,0.012,0.03495268,0.0759,25.69448965,2.150255726,0.5698,0.0068,0.0,0.0261,1.532
JHG,Financial Services,3.8155,0.2684,0.227,1.0,0.1082,33.18561151,0.333685383,0.0659,0.0126,0.0,0.0676,2.772
FDX,Industrials,10.0474,0.0851,0.07,0.62631016,0.2355,2.324714073,1.250716606,0.8826,0.0865,0.0,0.008,1.386
EMN,Basic Materials,7.5433,0.063,0.106,0.244212393,0.1861,1.812678571,0.634635824,1.0629,0.052,0.0232,0.0315,1.818
BAX,Healthcare,14.5691,0.0536,0.146,0.429675564,0.2084,2.449801849,0.711399527,0.4461,0.0612,0.0589,0.0111,2.087
CARS,Consumer Cyclical,11.3603,0.0573,0.059,0.860499572,0.0239,15.96179066,0.254610469,0.4254,0.0215,0.1117,0.0,1.39
NUAN,Technology,46.1052,0.0579,-0.078,0.574213284,-0.0931,13.37005057,0.386932168,1.2724,0.0238,0.1488,0.0,1.215
TEL,Technology,11.2828,0.148,0.183,0.339219331,0.2368,4.0,0.686157167,0.3693,0.0652,0.0486,0.0191,1.406
MLM,Basic Materials,13.1092,0.0703,0.111,0.227737194,0.095,0.822973927,0.444359629,0.6309,0.0886,0.0,0.0107,1.736
GWW,Industrials,12.6965,0.0764,0.07,0.387487746,0.4071,8.299556213,1.910607867,1.1556,0.0213,0.0,0.019,2.37
GT,Consumer Cyclical,4.6056,0.0064,0.046,0.227075929,0.1456,2.131836341,0.917200095,1.1848,0.0524,0.0,0.0284,1.239
CMI,Industrials,6.5293,0.1636,0.09,0.241344495,0.2914,5.803466797,1.247035988,0.337,0.0321,0.0379,0.0332,1.538
CNX,Energy,2.8499,0.1892,0.46,0.713575323,0.184,0.249254297,0.20139662,0.5539,0.6452,0.007,0.0,0.959
ARMK,Consumer Cyclical,12.4018,0.0812,0.036,0.11396389,0.1874,11.4575878,1.15083933,2.3911,0.0571,0.0,0.0098,1.165
OII,Energy,11.1655,-0.0063,-0.111,0.067675946,-0.1507,1.979414722,0.67592331,0.5582,0.0483,0.0,0.0,2.516
APTV,Consumer Cyclical,9.3711,0.1204,0.074,0.189054382,0.3085,4.540736081,1.156650641,1.2559,0.0586,0.0,0.0143,1.293
PSX,Energy,5.3026,0.0917,0.049,0.09615031,0.227,5.187437551,2.103366359,0.4527,0.0231,0.0,0.036,1.478
CERN,Technology,11.7405,0.0436,0.117,0.825327762,0.1278,3.077771246,0.799912978,0.09,0.1343,0.1274,0.0,2.409
AKAM,Technology,11.7157,0.0906,0.11,0.648740419,0.0935,2.980914061,0.496995296,0.4889,0.1495,0.0907,0.0,2.094
AMH,Real Estate,15.4849,0.1171,0.022,0.545625457,0.0206,0.126328587,0.119186498,0.5338,0.6611,0.0,0.0101,1.543747435
FOE,Basic Materials,10.6185,0.1544,0.05,0.28276528,0.2127,4.228257649,0.889624047,2.1809,0.05,0.0,0.0,2.295
A,Healthcare,16.4135,0.0988,0.064,0.546805047,0.0692,5.97810219,0.575342466,0.3939,0.0358,0.0783,0.0092,3.286
MDRX,Technology,3.5673,0.1684,0.18,0.414033562,0.2345,14.354187,0.550045828,0.4304,0.0826,0.1534,0.0,1.077
MOS,Basic Materials,9.355,0.2939,0.049,0.156290092,0.0452,0.816183544,0.476524912,0.4356,0.0996,0.0,0.0034,1.706
CTB,Consumer Cyclical,5.4182,-0.0163,0.027,0.157864392,0.0653,2.802678055,1.065999799,0.2656,0.0688,0.0,0.013,1.916
SKX,Consumer Cyclical,5.747,0.1148,0.065,0.479011725,0.1479,7.928964894,1.437949604,0.0477,0.0308,0.0,0.0,2.908
HST,Real Estate,6.222,0.0254,0.197,0.328385228,0.145,0.565983607,0.456906534,0.512,0.0496,0.0,0.051,5.508532423
WRE,Real Estate,15.4569,0.0363,0.076,0.654991243,0.024,0.168455865,0.139377536,1.1531,0.1156,0.0,0.0522,1.990800225
FL,Consumer Cyclical,6.4174,0.0021,0.036,0.315600103,0.1127,8.986143187,1.96465539,0.0496,0.0352,0.0,0.0272,4.141
NTAP,Technology,10.4459,0.0779,0.02,0.626626119,0.051,7.829365079,0.59243319,0.8462,-0.011,0.1323,0.0119,1.969
BBBY,Consumer Cyclical,3.6228,0.0109,0.034,0.359778663,0.1471,6.468010343,1.753961265,0.5165,0.0304,0.0,0.0262,1.834
AXTA,Basic Materials,11.0865,0.0729,0.044,0.338522147,0.1719,3.617316284,0.70344683,3.2064,0.0305,0.0156,0.0,2.219
SHOO,Consumer Cyclical,11.9893,0.0695,0.078,0.372541514,0.1603,25.51590106,1.541725948,0.0,0.0075,0.0,0.0178,3.129
ANF,Consumer Cyclical,3.7058,0.0499,0.002,0.596629532,0.0057,4.731475436,1.501785275,0.2417,0.0306,0.0,0.0403,2.491
HIG,Financial Services,5.7112,0.1045,0.095,0.410973358,0.1379,18.84194831,0.30421943,0.3571,0.0064,0.0,0.0247,2.328199863
ITW,Industrials,11.6517,0.0317,0.174,0.417388949,0.7876,8.245672808,0.993140551,2.268,0.0229,0.0,0.0281,1.631
MTOR,Consumer Cyclical,7.1285,0.2483,0.028,0.149593107,0.4077,8.65010352,1.532648569,2.8711,0.0249,0.0,0.0,1.131
IRM,Industrials,11.7846,0.0989,0.086,0.57366685,0.1952,0.94124231,0.356387223,4.3754,0.0885,0.0,0.0732,0.81
POST,Consumer Defensive,12.1924,0.1974,0.073,0.298344307,0.1532,3.659823361,0.479203523,2.3781,0.036,0.0,0.0,2.778
EL,Consumer Defensive,20.2358,0.1572,0.081,0.792150844,0.2363,7.505759737,1.088804011,0.756,0.046,0.0,0.0104,1.863
KRG,Real Estate,15.2037,-0.0129,-0.131,0.738175638,-0.033,0.097273366,0.111659063,1.0924,-0.4492,0.0,0.0901,1.348937957
VSH,Technology,3.7907,0.1675,0.114,0.292789146,0.2501,3.131770762,0.976978609,0.3592,0.0574,0.0,0.0179,2.77
TER,Technology,7.9831,-0.0168,0.215,0.580918145,0.2968,7.507663828,0.776175771,0.2496,0.0544,0.1435,0.0115,3.637
HPP,Real Estate,16.8699,0.0004,0.135,0.632477506,0.028,0.114460836,0.103016612,0.7981,0.3561,0.0,0.0344,1.257616039
URBN,Consumer Cyclical,8.3254,0.0198,0.03,0.325083642,0.0832,4.443544106,1.851726257,0.0,0.0232,0.0,0.0,2.717
INVH,Real Estate,34.8139,0.634,-0.003,1.0,-0.0006,0.103257569,0.095383999,1.124,-0.0272,0.0,0.0219,2.527896535
CTRE,Real Estate,15.2127,0.1802,0.369,1.0,0.0754,0.127151656,0.121493743,0.6375,0.7178,0.0,0.0444,1.684355556
NHI,Real Estate,16.0013,0.0572,0.524,1.0,0.1111,0.124472618,0.107109435,0.9223,0.5012,0.0,0.053,2.769691644
NOC,Industrials,10.7413,0.1573,0.107,0.225652102,0.3944,4.723006905,0.799272302,1.6957,0.0415,0.0,0.0192,1.17
ASH,Basic Materials,13.4505,0.1482,0.03,0.287202779,0.0335,2.27399757,0.453202567,0.7425,0.0484,0.0227,0.0113,1.591
MCHP,Technology,13.7915,0.1681,0.064,0.60809385,0.0779,5.184008334,0.48210047,0.9355,0.0519,0.133,0.0165,1.664
KLIC,Technology,5.2199,0.099,0.064,0.460500877,0.0644,11.68865605,0.749844823,0.0173,0.0223,0.1345,0.01,5.672
FLO,Consumer Defensive,12.9227,0.0079,0.04,0.47699762,0.1249,5.312721568,1.388789533,0.796,0.0247,0.0,0.0384,1.358
SHO,Real Estate,6.9937,-0.029,0.205,0.543837081,0.094,0.38239979,0.291744707,0.377,0.1663,0.0,0.053,3.904
FLT,Industrials,12.6636,0.0818,0.333,0.799590465,0.2429,13.06916719,0.217228029,1.4428,0.0334,0.0,0.0,0.862
TROW,Financial Services,7.9575,0.1066,0.342,1.0,0.3,8.12430062,0.698711196,0.0,0.0314,0.0,0.0303,2.540330789
RXN,Industrials,18.8934,0.0812,0.028,0.381561892,0.0626,4.669861286,0.540818413,1.1182,0.019,0.0,0.0,2.197
OSK,Industrials,7.0652,0.1283,0.061,0.176315619,0.1877,16.0164207,1.455460693,0.3254,0.0115,0.0,0.0135,1.935
DHR,Healthcare,17.0726,0.0853,0.133,0.55834213,0.094,7.921710736,0.415888779,0.3452,0.0326,0.0619,0.0062,1.465
AMN,Industrials,12.3859,0.0742,0.066,0.326010709,0.2218,23.62417191,1.430993468,0.6895,0.0165,0.0,0.0,1.569
PPC,Consumer Defensive,7.5089,0.0158,0.023,0.077115803,0.1234,5.020973467,1.84410917,1.1571,0.031,0.0,0.0,1.724
GNTX,Consumer Cyclical,7.8672,0.0218,0.239,0.376468218,0.2352,3.679358518,0.879463765,0.0,0.0465,0.0584,0.0213,5.03
PCAR,Industrials,6.2848,0.2076,0.093,0.194533468,0.2555,3.83759902,0.922036386,1.158,0.0831,0.013,0.0541,1.924
IR,Industrials,11.6301,0.1036,0.085,0.30766776,0.1905,9.052576843,0.874590425,0.5826,0.0219,0.0,0.0215,1.328
YUMC,Consumer Cyclical,8.3009,0.0832,0.084,0.235412953,0.2464,5.210526316,1.82537961,0.0087,0.0559,0.0,0.0125,1.558
HMSY,Industrials,19.8598,0.1479,0.092,0.3287369,0.0771,6.335468841,0.55473344,0.3364,0.0508,0.0,0.0,4.402
BXP,Real Estate,17.2723,0.0442,0.215,0.627167588,0.0991,0.162192974,0.13413369,1.8711,0.4079,0.0,0.0311,3.467112721
BYD,Consumer Cyclical,10.2413,0.0941,0.044,0.477913984,0.1004,0.967109022,0.456319546,3.4731,0.0615,0.0,0.0111,0.851
WGO,Consumer Cyclical,8.3382,0.3036,0.051,0.148667041,0.1915,19.93051891,1.917493262,0.5453,0.014,0.0,0.0104,1.822
KSU,Industrials,9.1651,0.0508,0.231,0.653316139,0.1304,0.312273475,0.286595282,0.5588,0.2249,0.0,0.0151,1.421
JBHT,Industrials,10.1145,0.1982,0.057,0.390802466,0.233,2.500608544,1.691962149,0.5468,0.1028,0.0,0.0103,1.111
FBHS,Consumer Cyclical,9.7845,0.0382,0.071,0.357222293,0.1789,6.74342267,0.919609027,1.0715,0.0274,0.0,0.0211,1.13
TXT,Industrials,6.9989,-0.0159,0.087,0.170197538,0.2354,5.343021033,0.979528884,0.7288,0.0264,0.0,0.0017,1.886
EXPD,Industrials,12.4351,0.1759,0.076,0.321977817,0.3111,16.14418623,2.455338704,0.0,0.0058,0.0,0.0132,2.061
WERN,Industrials,4.8041,0.1612,0.068,0.545973537,0.1329,1.65231029,1.179702079,0.0988,0.142,0.0,0.0115,1.471
DLTR,Consumer Defensive,11.2848,0.0737,0.077,0.315654852,0.2387,6.950198394,1.362013862,0.7906,0.0284,0.0,0.0,1.601
OUT,Consumer Cyclical,11.2926,0.0564,0.067,0.464637032,0.0978,2.460101087,0.419515763,2.0943,0.0512,0.0,0.0795,1.067
CBT,Basic Materials,16.5753,0.1932,-0.035,0.240900679,-0.0979,2.50154321,0.999383477,0.8692,0.0586,0.0204,0.0206,1.456
GTE,Energy,3.0888,0.4545,0.167,0.771343476,0.0997,0.467277382,0.365881459,0.3879,0.6525,0.0,0.0,1.196
SWKS,Technology,9.3226,0.0593,0.237,0.504317477,0.2242,3.390305899,0.801010582,0.0,0.1092,0.1046,0.0148,5.805
PKI,Healthcare,20.7283,0.2308,0.086,0.482700119,0.092,8.719658495,0.464895954,0.7317,0.0336,0.0698,0.0036,1.6
IIVI,Technology,12.8357,0.1921,0.076,0.398865545,0.0859,2.20768923,0.657784897,0.4286,0.1324,0.1009,0.0,3.222
UHS,Healthcare,9.0352,0.0348,0.072,1.0,0.1447,2.222032038,0.956220063,0.742,0.0617,0.0,0.0034,1.338
TDC,Technology,24.3752,0.0037,0.014,0.474121996,0.0606,7.33559322,0.916949153,1.099,0.0739,0.1465,0.0,1.415
ACHC,Healthcare,30.9217,0.0621,-0.058,1.0,-0.0753,0.969327163,0.48804213,1.3687,0.1134,0.0,0.0,1.082
MLHR,Industrials,8.115,0.0452,0.054,0.366621871,0.1927,7.185274593,1.609462656,0.4138,0.0296,0.0307,0.0218,1.56
QRTEA,Consumer Cyclical,7.7695,0.3524,0.065,0.345486851,0.1629,10.6429652,0.788632924,1.311,0.0195,0.0,0.0,1.059
TRIP,Consumer Cyclical,22.4443,0.0379,0.07,0.946749226,0.0768,6.383399209,0.745269958,0.0,0.0378,0.1703,0.0,2.328
FAST,Industrials,13.4848,0.1309,0.151,0.483152404,0.3265,5.368836505,1.49483667,0.2171,0.0336,0.0,0.0295,5.295
CBRE,Real Estate,8.1263,0.1455,0.05,0.229187246,0.2153,29.56952273,1.585822714,0.6275,0.0107,0.0,0.0,1.164
HGV,Consumer Cyclical,7.9754,0.1683,0.149,0.706853427,0.4838,3.576028623,0.726116963,2.2127,0.0315,0.0,0.0,1.369426752
VIAB,Consumer Cyclical,7.824,-0.0241,0.133,0.4685158,0.2321,14.08378672,0.544212252,1.3611,0.0138,0.0,0.0246,1.499
SGH,Technology,5.0034,0.6929,0.093,0.226242434,0.6384,22.76465601,1.915716108,1.1308,0.0197,0.0309,0.0,1.765
CXP,Real Estate,20.2554,0.0309,0.032,0.699046462,0.0035,0.104162908,0.07138081,0.483,-0.6395,0.0,0.0413,1.67180597
LDOS,Technology,10.602,0.0024,0.057,0.147537767,0.1756,43.01265823,1.162371722,0.9444,0.0072,0.0,0.0244,1.379
ETH,Consumer Cyclical,9.4157,0.0045,0.047,0.542478716,0.0948,2.862170263,1.445581252,0.0044,0.0159,0.0,0.0436,1.768
ADI,Technology,13.9794,0.2141,0.241,0.682686921,0.1327,5.371906425,0.30339715,0.562,0.0411,0.1879,0.0219,2.008
EYE,Consumer Cyclical,23.4758,0.1175,0.015,0.535693696,0.0318,4.327739872,0.925041637,0.7779,0.068,0.0,0.0,1.014
CBS,Consumer Cyclical,8.957,0.06,0.135,0.372261265,0.699,12.00496278,0.663982799,3.6159,0.0114,0.0,0.0165,1.476
TMO,Healthcare,19.3488,0.1645,0.121,0.44572625,0.1065,5.848259304,0.433169725,0.6884,0.0291,0.0397,0.003,1.728
OFC,Real Estate,14.334,-0.0566,0.125,0.551365479,0.0456,0.177846359,0.158126698,1.1504,0.3794,0.0,0.0523,1.942276758
WRK,Consumer Cyclical,7.5467,0.0959,0.117,0.206446384,0.1662,1.793019543,0.642144279,0.5593,0.0595,0.0,0.0321,1.436
BR,Industrials,19.7995,0.0452,0.099,0.268481951,0.391,21.21460069,1.310224831,0.9626,0.027,0.0,0.0126,1.275
AXL,Consumer Cyclical,7.2512,0.1603,-0.008,0.156855194,-0.0387,2.891504932,0.968005645,2.5665,0.0715,0.0,0.0,1.496
SIG,Consumer Cyclical,4.4238,-0.0242,0.078,0.350231889,0.2077,7.122679121,1.07079252,0.2929,0.038,0.0,0.0254,3.323
BDC,Technology,6.3295,0.0824,0.049,0.390045827,0.116,6.5314615,0.68408267,1.0548,0.0378,0.0544,0.0048,1.756
XPO,Industrials,7.453,0.1234,0.023,0.147057121,0.118,6.633013436,1.408231459,1.1941,0.0319,0.0,0.0,1.113
CRI,Consumer Cyclical,8.6743,0.0182,0.081,0.43251492,0.3244,9.87986143,1.681645359,0.6824,0.0183,0.0,0.0221,3.185
MANH,Technology,18.4303,-0.0596,0.187,0.56920686,0.7115,39.05273083,1.820468826,0.0,0.0131,0.1286,0.0,1.483
AGCO,Industrials,7.4556,0.1259,0.031,0.213505133,0.0973,6.810865924,1.226266653,0.5066,0.0214,0.038,0.0108,1.279
TILE,Consumer Cyclical,12.0608,0.1838,0.043,0.359754759,0.1417,4.027385895,0.918210026,1.7441,0.0465,0.0,0.0182,2.5
MMC,Financial Services,14.9364,0.066,0.11,1.0,0.2197,21.32667618,0.692835295,0.7754,0.0208,0.0,0.0198,1.205
URI,Industrials,5.518,0.2117,0.136,0.418043992,0.3221,0.787840219,0.44377654,3.452,0.1993,0.0,0.0,0.832
VNO,Real Estate,15.9924,0.0382,0.178,0.554712255,0.1008,0.165704425,0.125938301,2.2029,0.5016,0.0,0.0406,4.267245842
ULTA,Consumer Cyclical,12.114,0.2121,0.094,0.356327107,0.3129,4.947237091,2.023079829,0.0,0.0749,0.0,0.0,2.638
PRTY,Consumer Cyclical,8.2361,0.0236,0.051,0.403269599,0.1177,7.561315583,0.666469999,1.8575,0.0353,0.0096,0.0,1.439
CPRT,Consumer Cyclical,20.3328,0.247,0.231,0.42220087,0.2643,1.552051056,0.782465903,0.2529,0.1559,0.0,0.0,2.558
KBR,Industrials,5.3264,0.1779,0.057,0.092814981,0.1655,40.60330579,0.972486144,0.7379,0.0035,0.0,0.0211,1.381
AQUA,Industrials,19.0705,0.0738,0.005,0.302143048,0.0171,4.185764773,0.805197951,2.6184,0.0441,0.0119,0.0,1.986
SBRA,Real Estate,9.8464,0.5368,0.432,1.0,0.0859,0.106501103,0.093530482,0.9943,0.0444,0.0,0.1092,2.668236018
FISV,Industrials,15.0508,0.0223,0.204,0.472952087,0.5177,14.63065327,0.517048482,2.5988,0.0618,0.0,0.0,1.106
SAVE,Industrials,10.8161,0.257,0.047,0.560425804,0.0808,1.066438127,0.643318491,1.1347,0.2328,0.0,0.0,1.612
DXLG,Consumer Cyclical,13.1276,0.0393,-0.04,0.449503821,-0.321,5.057833018,2.069994161,0.9663,0.0482,0.0,0.0,1.183
HTA,Real Estate,13.03,0.1343,0.307,0.683215446,0.0656,0.122921388,0.112535946,0.7805,0.186,0.0,0.0486,1.671260264
SXT,Basic Materials,11.8414,0.018,0.113,0.336114767,0.183,2.824148366,0.759923614,0.8252,0.0366,0.0,0.0242,3.833
OMC,Consumer Cyclical,7.5111,0.0011,0.087,1.0,0.5207,22.01929724,0.621123614,1.9205,0.0128,0.0,0.0328,0.899
LXP,Real Estate,6.7657,0.0094,0.559,0.466619787,0.171,0.154691608,0.133839003,1.1223,-1.4343,0.0,0.0865,3.591182982
FMC,Basic Materials,12.6042,0.6424,0.106,0.441410381,0.1609,6.246267671,0.473998175,0.8842,0.0427,0.0617,0.014,1.346
KN,Technology,9.7661,0.1111,0.082,0.390131818,0.0559,3.905999055,0.534207636,0.1305,0.0967,0.1217,0.0,2.574
SCS,Industrials,6.9959,0.0076,0.026,0.328980527,0.0992,7.022523558,1.643448795,0.3627,0.0262,0.0,0.0347,1.539
CXW,Industrials,9.4948,0.0398,0.087,0.283541584,0.1125,0.648545585,0.50217088,1.2732,0.0663,0.0,0.0965,1.019
DFS,Financial Services,8.0166,0.0486,0.35,1.0,0.2416,8.198717949,0.070048287,2.4464,0.0331,0.0,0.0254,1.334604631
PH,Industrials,10.436,0.189,0.074,0.249234324,0.181,7.705046284,0.9335712,0.8459,0.0116,0.0,0.0176,1.59
CIEN,Technology,14.0773,0.1044,-0.111,0.424876692,-0.1787,10.59443895,0.823710117,0.4445,0.0219,0.1589,0.0,2.225
OIS,Energy,9.6516,0.6226,-0.018,0.233078126,-0.0133,2.013468979,0.543029043,0.2304,0.0775,0.0,0.0,2.95
SCCO,Basic Materials,7.8994,0.0665,0.217,0.519635887,0.2349,0.754663009,0.48994118,0.9075,0.158,0.0042,0.0455,2.614
HDS,Industrials,6.1771,0.0627,0.189,0.396992775,0.6617,15.75692308,1.185965725,1.4332,0.018,0.0,0.0,3.019
NGHC,Financial Services,6.8171,0.042,0.038,0.422256347,0.0934,14.96075051,0.488169754,0.3178,0.0222,0.0,0.0066,0.918948058
REVG,Consumer Cyclical,14.8977,0.05,0.005,0.116742956,0.0245,11.11199253,1.691144095,0.7939,0.0218,0.0027,0.0183,2.021
ALLE,Industrials,14.1992,0.1343,0.159,0.429512758,0.668,9.872425009,0.972066045,2.2194,0.0179,0.0,0.0105,1.789
MHK,Consumer Cyclical,7.3552,0.0519,0.086,0.28427224,0.1159,2.124221739,0.76216049,0.4383,0.0795,0.0,0.0,1.381
SPWH,Consumer Cyclical,6.4034,0.0381,0.022,0.338236148,0.3563,8.610315308,2.132615676,3.8823,0.0508,0.0,0.0,1.805
TWNK,Consumer Defensive,14.4624,0.0956,0.074,0.314299691,0.0741,3.85928232,0.282454355,1.1632,0.0569,0.0,0.0,2.122
BMCH,Basic Materials,5.0854,0.094,0.033,0.24690532,0.1369,12.51141757,2.336414123,0.4124,0.0119,0.0,0.0,2.86
EQIX,Technology,17.9028,0.161,0.072,0.486267202,0.0506,0.459971413,0.250518384,1.5698,0.4133,0.0,0.0259,1.0
SUM,Basic Materials,7.9225,0.0872,0.001,0.297583248,0.0018,1.180250678,0.544633884,1.3661,0.0947,0.0,0.0,2.269
NJR,Utilities,17.5338,0.285,0.08,0.127901907,0.1645,1.099605854,0.703509985,1.0262,0.1156,0.0,0.0245,1.025
ORBC,Communication Services,17.192,0.0862,-0.095,0.469008474,-0.1022,1.72512026,0.470859856,0.9625,0.0804,0.0485,0.0,2.819
CTAS,Consumer Cyclical,16.9452,0.2166,0.13,0.449079552,0.2793,4.683945528,0.930789424,0.8405,0.042,0.0,0.0089,2.549
REGI,Energy,2.778,0.106,0.123,0.176245611,0.382,4.034017636,2.152466453,0.257,0.0188,0.0009,0.0,1.579
VRNT,Technology,19.4265,0.0688,-0.006,0.606434473,-0.0059,12.74263938,0.439905527,0.6898,0.0341,0.1679,0.0,1.547
HAS,Consumer Cyclical,20.411,-0.121,0.048,0.595890599,0.1256,17.85624998,0.870160829,0.9717,0.0307,0.0538,0.0303,2.419
AOS,Industrials,10.7088,0.0638,0.139,0.409517237,0.2587,5.903518519,1.037896793,0.1289,0.0267,0.0,0.0178,2.086
DGX,Healthcare,10.824,0.0174,0.098,0.345903598,0.1411,5.847049689,0.684449696,0.7464,0.0509,0.0,0.0234,0.936
CUZ,Real Estate,14.6042,0.0194,0.167,0.653464138,0.0286,0.128442931,0.11461121,0.3842,0.4698,0.0,0.0247,0.950616836
KTOS,Industrials,39.5244,0.0244,-0.006,0.274595469,-0.0067,9.210134128,0.611820612,0.5665,0.0366,0.0252,0.0,3.004
FIS,Technology,15.0165,-0.0283,0.1,0.338834145,0.0828,14.34923339,0.354354228,0.8796,0.0738,0.0,0.0125,1.195
AN,Consumer Cyclical,6.0944,-0.0057,0.018,0.158657439,0.1458,6.786296073,2.007744888,0.9575,0.0168,0.0,0.0,0.863
ABR,Real Estate,21.0572,0.2903,0.327,0.968494115,0.1294,22.91852416,0.071784137,3.7906,0.0011,0.0,0.1122,5.459935302
VC,Consumer Cyclical,5.3868,-0.0515,0.055,0.137734584,0.3527,7.516372796,1.486796213,0.871,0.0426,0.0,0.0,1.798
ROIC,Real Estate,15.9726,0.0825,0.144,0.742391767,0.036,0.104475561,0.098498504,1.2479,0.1895,0.0,0.0491,2.062453241
IEX,Industrials,15.4742,0.0858,0.165,0.450098765,0.2058,8.831754498,0.714959194,0.4255,0.024,0.0,0.0131,2.996
MXIM,Technology,15.8773,0.0803,0.188,0.655676502,0.242,4.280669838,0.557122771,0.7719,0.0242,0.1818,0.0264,4.026
EFX,Industrials,17.7341,0.0148,0.088,0.57785528,0.0965,4.461427824,0.477003299,0.848,0.0943,0.0,0.0168,1.091
OHI,Real Estate,15.0966,-0.0294,0.319,1.0,0.0817,0.142579528,0.102630034,1.3182,-0.0399,0.0,0.0751,2.957170692
SUI,Real Estate,23.07,0.1468,0.094,0.610335234,0.0345,0.18417241,0.16793154,0.9823,0.5802,0.0,0.0279,2.09920141
FIVE,Consumer Cyclical,16.6637,0.2777,0.08,0.362548975,0.2234,7.087413848,1.837276559,0.0,0.053,0.0,0.0,2.915
LPLA,Financial Services,7.1696,0.2118,0.085,0.987827847,0.4512,11.24446814,0.947225981,2.5425,0.0256,0.0,0.0164,2.792056716
SEIC,Financial Services,9.2371,0.0639,0.311,1.0,0.3175,11.13487999,0.823752782,0.0,0.0451,0.0,0.0136,4.027
VEEV,Technology,45.1151,0.2543,0.219,0.693839339,0.1668,13.20784561,0.561278126,0.0,0.0165,0.1912,0.0,3.307
